章节序号,题目序号,问题,选项,正确选项序号,解释
54,6,使用popUpTo() 方法和inclusive选项的常见用例是什么？,"[""为导航创建新的NavHost。"",""在导航过程中包括新的动画。"",""向前导航而不添加到后退堆栈。"",""将指定的目标从堆栈以及其上方的所有目标中弹出。""]",3,带有popUpTo() 的inclusive选项会弹出指定的目的地及其上方的任何目的地，这对于清除堆栈直到某个点很有用。
54,7,在撰写导航的上下文中，什么是目的地？,"[""管理用户输入的UI组件。"",""初始化导航控制器的函数。"",""用户在应用程序内导航到的屏幕或组合。"",""在Android应用程序的后台运行的服务。""]",2,在撰写导航中，目的地是指用户可以导航到的屏幕或可撰写的内容，例如主屏幕或详细信息屏幕。
54,8,当与navigate() 方法一起使用时，popUpTo() 方法的功能是什么？,"[""更改目标可组合的主题。"",""暂停导航控制器。"",""刷新当前可组合的内容。"",""从后退堆栈中删除所有组合，直到到达特定目标。""]",3,popUpTo() 方法允许您将备份堆栈清除到指定的目的地，从而确保更流畅的后退导航体验。
54,9,在导航中使用launchSingleTop参数的主要好处是什么？,"[""它确保在堆栈顶部仅创建目标的单个实例。"",""它在顶部启动目标的多个实例。"",""它在导航之前重置整个后退堆栈。"",""它触发过渡之间的动画。""]",0,launchSingleTop可防止在彼此之上创建同一目标的多个实例，从而确保更干净的后退堆栈。
54,10,NavHostController的主要作用是什么？,"[""来管理导航操作和后退堆栈。"",""执行后台数据同步。"",""以呈现应用程序的UI组件。"",""安全地存储用户数据。""]",0,NavHostController负责管理导航操作、处理返回堆栈和确定当前目标。
54,11,在定义路由的上下文中，密封类的目的是什么？,"[""定义表示路由字符串的常量。"",""异步处理网络请求。"",""管理UI主题和样式。"",""安全地存储用户凭据。""]",0,使用密封类允许开发人员将路由定义为常量，从而提供一种集中且更安全的方式来管理路由字符串并确保编译时检查。
54,12,导航中saveState和restoreState选项的目的是什么？,"[""在导航过程中对屏幕过渡进行动画处理。"",""在导航期间自动保存和恢复目的地的状态。"",""在应用程序会话之间缓存用户数据。"",""启用或禁用导航手势。""]",1,这些选项有助于保留返回堆栈条目的状态，确保当用户返回到目的地时，其状态保持不变。
54,13,在导航图中使用路线的目的是什么？,"[""定义数据库的数据架构。"",""管理后台任务和服务。"",""来设置应用程序的UI组件的样式。"",""在导航图形中唯一标识每个目的地。""]",3,路由用于为NavHost中的每个目的地提供唯一标识符，从而允许导航控制器准确地引用目的地。
54,14,在Compose中，什么类型的组件通常用于底部导航？,"[""BottomAppBar和nav抽屉"",""BottomNavigation和BottomNavigationItem"",""BottomSheet和NavGraph"",""NavBar和NavController""]",1,BottomNavigation和BottomNavigationItem用于在撰写中创建和配置底部导航栏。
54,15,哪个函数用于创建NavHostController？,"[""createNavController()"",""instantiateNavController()"",""rememberNavController()"",""rememberNavHost()""]",2,rememberNavController() 函数创建一个NavHostController，确保导航返回堆栈的状态在重组中保持不变。
54,16,哪种方法用于获取Compose中的当前返回堆栈条目？,"[""currentBackStack()"",""currentBackStackEntryAsState()"",""getBackStackEntry()"",""navController.getCurrentEntry()""]",1,currentBackStackEntryAsState() 方法返回当前的返回堆栈条目，允许您访问当前路由等详细信息。
54,17,以下哪一项最恰当地描述了NavHost？,"[""管理多个后台服务的UI组件。"",""管理不同可组合对象之间导航的容器。"",""数据库管理类。"",""用于处理UI更新的状态管理工具。""]",1,NavHost作为一个容器，管理应用程序中不同组合之间的导航，使其成为导航架构的核心部分。
54,18,为什么建议对路由使用密封类？,"[""它会自动管理返回堆栈操作。"",""它增强了应用程序的运行时性能。"",""它有助于集中路由字符串，并确保编译时安全。"",""这是在Compose中定义路由的唯一方法。""]",2,使用路由的密封类可以在一个地方更好地管理路由字符串，减少由于错误输入的路由而导致的错误。
54,19,为什么在底部导航中使用currentBackStackEntryAsState() 方法？,"[""为底部栏过渡设置动画。"",""以确定当前选定的导航项目。"",""从远程服务器获取数据。"",""刷新整个导航堆栈。""]",1,currentBackStackEntryAsState() 用于访问当前路由，允许应用程序在底部导航栏中突出显示所选项目。
55,0,目的地屏幕通常是如何组织的？,"[""作为片段"",""作为单独的可组合函数"",""在导航图形中"",""在密封的类层次结构中""]",1,每个目的地通常是基于选择状态显示的独立组合。
55,1,导航项通常如何在NavigationSuiteScaffold中定义？,"[""在单独的XML资源文件中"",""使用密封的类层次结构"",""通过navigationSuiteItems中的item() 函数"",""使用 @ NavigationItem批注""]",2,通过在navigationSuiteItems lambda中调用item()，提供图标、标签和单击处理程序来创建项。
55,2,如何自定义导航项目颜色？,"[""通过XML颜色资源"",""使用NavigationSuiteDefaults.itemColors()"",""通过主题属性"",""带有 @ Style注释""]",1,itemColors() 为不同的状态 (选定/未选定) 和布局类型配置颜色。
55,3,如何在视觉上指示所选导航项目？,"[""以上所有"",""由脚手架自动"",""通过选定的参数"",""通过状态驱动的样式""]",0,通过触发内置突出显示的选定参数来管理选择。
55,4,indicatorColor自定义什么？,"[""图标色调颜色"",""文本标签颜色"",""内容背景"",""选择突出显示""]",3,indicatorColor更改选定项的可视标记。
55,5,什么枚举通常代表导航目的地？,"[""数据类层次结构"",""密封类"",""具有图标/标签属性的枚举"",""字符串常量""]",2,枚举可方便地对目标属性 (如标签、图标和内容描述) 进行分组。
55,6,当屏幕变窄时，导航轨会发生什么情况？,"[""它转换为底部栏"",""它完全隐藏"",""它显示为一个覆盖"",""它缩小到仅图标模式""]",0,脚手架在轨道 (宽) 和杆 (窄) 布局之间自动切换。
55,7,点击导航项目时会发生什么？,"[""它会自动导航到链接的屏幕"",""它展开以显示子项"",""它显示一个上下文菜单"",""其onClick处理程序更新选择状态""]",3,onClick处理程序通常更新驱动选择突出显示和内容显示的状态变量。
55,8,NavigationSuiteScaffold的主要目的是什么？,"[""处理网络请求"",""实现适应性强的导航栏/导轨"",""管理数据库操作"",""优化应用程序性能""]",1,NavigationSuiteScaffold提供了一个用于实现导航的框架，该框架可根据屏幕大小自动在条形和导轨布局之间进行调整。
55,9,什么参数强制特定的布局类型，而不管屏幕大小？,"[""forceLayout"",""布局类型"",""导航模式"",""preferredStyle""]",1,layoutType参数重写自适应行为以使用特定的NavigationSuiteType (Bar、Rail或Drawer)。
55,10,什么参数将使所有标签始终可见？,"[""alwaysShowLabel"",""expandedText"",""persistentLabels"",""showLabels""]",0,将alwaysShowLabel设置为true可防止标签在紧凑模式下隐藏。
55,11,测试适应性行为的最佳方法是什么？,"[""可调整大小的仿真器"",""以上所有"",""多设备测试"",""单元测试""]",0,可调整大小的仿真器可以动态显示各种形式因素的布局变化。
55,12,Remembersavable对于选择状态的目的是什么？,"[""启用撤消功能"",""跨配置更改保持"",""保存到SharedPreferences"",""与ViewModel同步""]",1,Remembersavable在配置更改 (如旋转) 期间保留状态。
55,13,哪个组件显示导航项目的实际图标？,"[""图像"",""NavigationIcon"",""图标可组合"",""VectorAsset""]",2,图标参数包装一个可组合的图标，显示矢量资源。
55,14,哪个组件显示所选目的地的内容？,"[""目标窗格"",""NavHost"",""NavigationContent"",""NavigationSuiteScaffold中的内容lambda""]",3,内容参数lambda根据当前选择状态显示不同的可组合体。
55,15,NavigationSuiteScaffold在窄屏幕上默认使用哪种布局？,"[""浮动操作菜单"",""导航栏"",""导航抽屉"",""导航轨道""]",1,在人像手机这样的窄屏幕上，它默认为底部导航栏。
55,16,正在逐步淘汰哪种布局类型？,"[""底部应用程序栏"",""导航栏"",""导航抽屉"",""导航轨道""]",2,在未来的材料3更新中，抽屉样式将被可扩展的导轨取代。
55,17,NavigationSuiteScaffold需要哪个库依赖项？,"[""androidx.com姿势.基础"",""androidx.navigation.com姿势"",""material3-adaptive-navigation-suite"",""material3-window-size-class""]",2,该库提供NavigationSuiteScaffold可组合和相关组件。
55,18,哪个参数控制内容区域的背景颜色？,"[""背景颜色"",""containerColor"",""内容背景"",""表面颜色""]",1,containerColor设置基架内容区域的背景色。
55,19,哪个属性跟踪当前选定的目的地？,"[""状态变量"",""当前目的地"",""navController"",""selectedItem""]",0,状态变量 (如remembersavableable) 跟踪选择并在更改时触发重组。
56,0,如何为composable启用水平和垂直滚动？,"[""通过组合verticalScroll() 和horizontalScroll()"",""通过使用嵌套的scrollable() 修饰符"",""通过使用detectdraghestures ()"",""通过使用scrollable() 为每个方向""]",0,要启用水平和垂直滚动，您可以将verticalScroll() 和horizontalScroll() 及其各自的状态应用于可组合。
56,1,如何在模拟器中模拟多点触控手势？,"[""通过双击屏幕"",""通过启用开发人员选项"",""拖动时按住Ctrl或Cmd键"",""通过使用带有滚轮的鼠标""]",2,在模拟器中，您可以在使用鼠标拖动的同时按住Ctrl (或macOS上的Cmd) 键来模拟多点触控手势。
56,2,使用transformable() 修饰符时如何应用缩放状态？,"[""通过向可组合的"",""通过调整可组合的size属性"",""通过更改可组合的颜色"",""通过更新graphicsLayer属性""]",3,在transformable() 修改器中，通过调整graphicsLayer属性 (如scaleX和scaleY) 来应用缩放更改。
56,3,rememberTransformableState中的offset change参数表示什么？,"[""旋转的角度"",""组件已缩放的距离"",""新的背景颜色"",""来自平移的x和y位置调整""]",3,rememberTransformableState中的offset change参数在转换可组合对象时跟踪x和y位置的变化。
56,4,Detectdraghestures () 中的offset参数表示什么？,"[""拖动元素的颜色"",""拖动的当前x和y偏移值"",""与屏幕边缘的距离"",""可组合的大小""]",1,在detectdraghestures () 中，偏移量表示沿x和y轴拖动元素的距离。
